1;0;StartTrip;Russian;1;5
2;0;StartTrip;Chinese;3;2
3;0;StartTrip;American;6;1
4;0;StartTrip;French;5;3
5;0;StartTrip;English;2;6
6;0;StartTrip;German;4;2
7;1;FinishTrip;0;German;2
8;1;StartTrip;German;2;4
9;2;FinishTrip;German;4
10;2;StartTrip;German;4;2
11;3;FinishTrip;0;Russian;5
12;3;FinishTrip;0;German;2
13;3;FinishTrip;0;Chinese;2
14;3;StartTrip;Russian;5;1
15;3;StartTrip;Chinese;2;3
16;3;StartTrip;German;2;4
17;4;FinishTrip;German;4
18;4;FinishTrip;0;French;3
19;4;FinishTrip;0;American;1
20;4;StartTrip;German;4;2
21;4;StartTrip;American;1;6
22;4;StartTrip;French;3;5
23;5;FinishTrip;American;6
24;5;FinishTrip;0;German;2
25;5;StartTrip;American;6;4
26;5;StartTrip;German;2;4
27;6;FinishTrip;French;5
28;6;FinishTrip;German;4
29;6;FinishTrip;1;American;4
30;6;ChangePet;2;German;American;Bear;Fish
31;6;StartTrip;French;5;4
32;6;StartTrip;American;4;6
33;6;StartTrip;German;4;3
34;7;FinishTrip;Russian;1
35;7;FinishTrip;Chinese;3
36;7;StartTrip;Russian;1;5
37;7;StartTrip;Chinese;3;4
38;9;FinishTrip;American;6
39;9;FinishTrip;0;German;3
40;9;StartTrip;American;6;3
41;9;StartTrip;German;3;4
42;10;FinishTrip;0;English;6
43;10;FinishTrip;0;French;4
44;10;FinishTrip;0;Russian;5
45;10;StartTrip;English;6;2
46;10;StartTrip;Russian;5;1
47;10;StartTrip;French;4;5
48;11;FinishTrip;0;American;3
49;11;StartTrip;American;3;6
50;12;FinishTrip;0;Chinese;4
51;12;StartTrip;Chinese;4;3
52;14;FinishTrip;German;4
53;14;FinishTrip;Russian;1
54;14;StartTrip;German;4;2
55;14;StartTrip;Russian;1;3
56;15;FinishTrip;American;6
57;15;FinishTrip;Chinese;3
58;15;FinishTrip;1;English;2
59;15;FinishTrip;German;2
60;15;ChangePet;2;English;German;Bear;Cat
61;15;changeHouse;2;English;German;4;2
62;15;StartTrip;American;6;2
63;15;StartTrip;German;2;5
64;15;StartTrip;Chinese;3;1
65;15;StartTrip;English;2;4
66;16;FinishTrip;French;5
67;16;FinishTrip;English;4
68;16;StartTrip;French;5;1
69;16;StartTrip;English;4;1
70;17;FinishTrip;0;German;5
71;17;StartTrip;German;5;2
72;18;FinishTrip;German;2
73;18;FinishTrip;0;English;1
74;18;StartTrip;German;2;6
75;18;StartTrip;English;1;4
76;20;FinishTrip;English;4
77;20;FinishTrip;0;American;2
78;20;FinishTrip;0;French;1
79;20;StartTrip;English;4;3
80;20;StartTrip;French;1;5
81;20;StartTrip;American;2;6
82;22;FinishTrip;0;Russian;3
83;22;StartTrip;Russian;3;1
84;23;FinishTrip;French;5
85;23;FinishTrip;0;English;3
86;23;StartTrip;French;5;1
87;23;StartTrip;English;3;4
88;27;FinishTrip;0;French;1
89;27;StartTrip;French;1;5
90;28;FinishTrip;English;4
91;28;FinishTrip;0;German;6
92;28;StartTrip;English;4;6
93;28;StartTrip;German;6;2
94;30;FinishTrip;American;6
95;30;FinishTrip;French;5
96;30;StartTrip;American;6;3
97;30;StartTrip;French;5;4
98;31;FinishTrip;0;English;6
99;31;StartTrip;English;6;4
100;32;FinishTrip;English;4
101;32;FinishTrip;0;American;3
102;32;StartTrip;English;4;5
103;32;StartTrip;American;3;6
104;33;FinishTrip;German;2
105;33;StartTrip;German;2;5
106;34;FinishTrip;0;French;4
107;34;StartTrip;French;4;5
108;35;FinishTrip;0;German;5
109;35;StartTrip;German;5;2
110;36;FinishTrip;American;6
111;36;FinishTrip;German;2
112;36;StartTrip;American;6;2
113;36;StartTrip;German;2;5
114;38;FinishTrip;0;English;5
115;38;FinishTrip;0;German;5
116;38;StartTrip;English;5;4
117;38;StartTrip;German;5;2
118;39;FinishTrip;German;2
119;39;StartTrip;German;2;6
120;40;FinishTrip;French;5
121;40;StartTrip;French;5;2
122;41;FinishTrip;0;American;2
123;41;FinishTrip;0;French;2
124;41;StartTrip;American;2;6
125;41;StartTrip;French;2;5
126;42;FinishTrip;English;4
127;42;StartTrip;English;4;5
128;43;FinishTrip;French;5
129;43;StartTrip;French;5;2
130;44;FinishTrip;0;French;2
131;44;StartTrip;French;2;5
132;46;FinishTrip;French;5
133;46;StartTrip;French;5;6
134;48;FinishTrip;0;English;5
135;48;StartTrip;English;5;4
136;49;FinishTrip;0;German;6
137;49;StartTrip;German;6;2
138;51;FinishTrip;American;6
139;51;FinishTrip;1;French;6
140;51;ChangePet;2;French;American;Fish;Humpster
141;51;StartTrip;American;6;3
142;51;StartTrip;French;6;5
143;52;FinishTrip;English;4
144;52;StartTrip;English;4;2
145;53;FinishTrip;0;American;3
146;53;FinishTrip;0;English;2
147;53;StartTrip;American;3;6
148;53;StartTrip;English;2;4
149;54;FinishTrip;French;5
150;54;FinishTrip;English;4
151;54;FinishTrip;German;2
152;54;StartTrip;French;5;3
153;54;StartTrip;German;2;5
154;54;StartTrip;English;4;2
155;55;FinishTrip;0;English;2
156;55;StartTrip;English;2;4
157;56;FinishTrip;English;4
158;56;FinishTrip;0;German;5
159;56;StartTrip;English;4;3
160;56;StartTrip;German;5;2
161;57;FinishTrip;American;6
162;57;FinishTrip;German;2
163;57;StartTrip;American;6;1
164;57;StartTrip;German;2;3
165;58;FinishTrip;0;French;3
166;58;StartTrip;French;3;5
167;59;FinishTrip;0;English;3
168;59;StartTrip;English;3;4
169;60;FinishTrip;French;5
170;60;StartTrip;French;5;1
171;61;FinishTrip;0;German;3
172;61;FinishTrip;0;American;1
173;61;StartTrip;German;3;2
174;61;StartTrip;American;1;6
175;62;FinishTrip;American;6
176;62;StartTrip;American;6;3
177;64;FinishTrip;English;4
178;64;FinishTrip;German;2
179;64;FinishTrip;0;American;3
180;64;FinishTrip;0;French;1
181;64;StartTrip;English;4;2
182;64;StartTrip;French;1;5
183;64;StartTrip;German;2;5
184;64;StartTrip;American;3;6
185;65;FinishTrip;0;English;2
186;65;StartTrip;English;2;4
187;66;FinishTrip;English;4
188;66;FinishTrip;0;German;5
189;66;StartTrip;English;4;1
190;66;StartTrip;German;5;2
191;67;FinishTrip;German;2
192;67;FinishTrip;French;5
193;67;FinishTrip;0;Chinese;1
194;67;StartTrip;German;2;5
195;67;StartTrip;Chinese;1;3
196;67;StartTrip;French;5;4
197;68;FinishTrip;American;6
198;68;FinishTrip;0;English;1
199;68;StartTrip;American;6;5
200;68;StartTrip;English;1;4
201;69;FinishTrip;0;German;5
202;69;StartTrip;German;5;2
203;70;FinishTrip;English;4
204;70;FinishTrip;German;2
205;70;StartTrip;English;4;3
206;70;StartTrip;German;2;1
207;71;FinishTrip;0;French;4
208;71;FinishTrip;0;American;5
209;71;StartTrip;French;4;5
210;71;StartTrip;American;5;6
211;73;FinishTrip;0;English;3
212;73;StartTrip;English;3;4
